Center Lat	Center Lon	Radii (m)
25.786912	-80.368633	8046
25.68584	-80.397833	8046
29.193724	-81.065094	8046
25.970971	-80.143522	8046
30.47873	-87.207855	8046
25.577284	-80.370726	8046
26.532956	-80.090496	8046
25.691582	-80.305504	8046
25.657237	-80.38543	3218
26.219592	-81.772151	3218
28.40324	-81.406149	3218
26.725	-80.07908	3218
27.218669	-80.82975	3218
25.769862	-80.32449	3218
30.25829	-81.387744	3218
29.149566	-80.972781	3218
26.04901	-80.251827	3218
27.504211	-81.491283	3218
25.925555	-80.174285	3218
27.812069	-82.728498	3218
28.33736	-82.69915	3218
28.18582	-82.4365	3218
28.551099	-81.577008	3218
25.11326	-80.422748	3218
27.22579	-82.489372	3218
30.439282	-86.638785	3218
28.421439	-81.404701	3218
29.475608	-81.187973	3218
27.893854	-82.335658	3218
26.11675	-80.25757	3218
26.709428	-80.203814	3218
28.07894	-80.66507	3218
27.63891	-80.446821	3218
26.60671	-81.974368	3218
27.16831	-80.22865	3218
29.656137	-82.418422	3218
25.587823	-80.366158	3218
28.255244	-81.319116	3218
28.609184	-81.388826	3218
30.529579	-83.87141	3218
30.685127	-88.22547	3218
28.185875	-82.357553	3218
28.55188	-81.514792	3218
26.24053	-80.25534	3218
26.136902	-80.138853	3218
29.184871	-82.177046	3218
28.268995	-82.725967	3218
25.749952	-80.253596	3218
25.847016	-80.3228	3218
27.01192	-82.14382	3218
30.603438	-87.126496	3218
30.254861	-81.390033	3218
30.4307	-84.24534	3218
26.40642	-81.8062	3218
28.386235	-80.70621	3218
28.45062	-81.39088	3218
30.844871	-83.317895	3218
25.774428	-80.140036	8046
28.551873	-81.516809	8046
27.929032	-82.327047	8046
26.602731	-81.871694	8046
26.162918	-80.115955	8046
26.4865	-81.79132	8046
30.318148	-81.555942	8046
28.063775	-82.576533	8046
28.096096	-81.973626	8046
28.06603	-82.57762	8046
28.069138	-82.57392	8046
25.579534	-80.368524	8046
25.970971	-80.143522	8046
25.692639	-80.303905	8046
27.236314	-80.268727	8046
29.124483	-82.101831	8046
26.23941	-80.25474	8046
28.551861	-81.517757	8046
31.270134	-85.447609	8046
28.443587	-81.402694	8046
26.370554	-80.2034	8046
26.170711	-81.799473	8046
28.66392	-81.37695	8046
26.00764	-80.301162	8046
28.443587	-81.402694	8046
28.48929	-81.43055	8046
25.786689	-80.368626	8046
28.06603	-82.57762	8046
28.069138	-82.57392	8046
25.579534	-80.368524	8046
25.970971	-80.143522	8046
25.692639	-80.303905	8046
28.48929	-81.43055	8046
25.58994	-80.35872	8046
25.65984	-80.326582	8046
28.07877	-80.667433	3218
28.537923	-81.150506	3218
27.712454	-82.376349	3218
24.713981	-81.083997	3218
26.26051	-80.13762	3218
30.198153	-81.823023	3218
27.988863	-81.688325	3218
28.82168	-81.66612	3218
29.618914	-82.383185	3218
28.332	-81.474974	3218
30.560962	-84.21737	3218
28.093688	-81.973724	3218
27.956202	-82.505662	3218
31.227706	-84.199696	3218
26.14577	-80.317334	3218
31.482705	-87.330412	3218
30.773463	-81.619218	3218
26.602128	-81.97436	3218
30.655828	-81.453562	3218
26.546132	-81.875126	3218
27.950693	-81.970343	3218
26.213056	-80.204233	3218
28.65522	-81.22643	3218
25.926684	-80.179741	3218
31.491943	-82.850082	3218
28.28652	-81.35468	3218
28.33736	-82.69915	3218
28.221694	-81.466553	3218
25.86652	-80.31205	3218
25.804429	-80.369232	3218
30.171996	-81.701407	3218
26.84509	-80.08565	3218
25.9392	-80.29526	3218
28.978182	-81.983801	3218
27.011525	-82.14341	3218
30.593646	-88.166573	3218
30.85109	-83.94527	3218
31.219714	-81.490796	3218
29.475608	-81.187973	3218
27.956202	-82.505662	3218
30.673416	-88.118994	3218
30.47075	-87.20777	3218
25.99365	-80.24775	3218
27.89361	-82.269898	3218
31.444029	-85.652061	3218
29.124483	-82.101831	8046
28.232624	-81.640744	8046
25.58994	-80.35872	8046
26.616311	-81.795485	8046
29.161732	-82.173388	8046
26.100509	-80.12761	8046
30.47362	-87.21198	8046
28.35709	-80.68754	8046
26.120739	-80.25263	8046
28.454622	-82.630992	8046
25.789816	-80.371333	8046
26.72002	-80.088494	8046
28.932657	-81.933466	8046
26.370554	-80.2034	8046
26.04127	-80.16579	8046
28.24464	-81.657136	8046
30.436355	-84.259686	8046
27.94288	-82.505691	8046
25.687203	-80.395423	8046
25.733116	-80.320533	8046
28.556664	-81.206943	8046
30.388934	-86.425162	8046
30.18582	-81.55179	8046
28.09565	-81.97363	8046
30.67642	-88.120374	8046
29.124483	-82.101831	8046
27.231293	-82.495557	8046
28.79381	-81.33797	8046
26.719892	-80.088634	8046
27.296539	-82.53062	8046
28.53718	-81.20796	3218
28.07877	-80.667627	3218
26.270779	-81.747596	3218
28.069138	-82.57392	8046
26.532956	-80.090496	8046
27.94288	-82.505691	8046
26.370554	-80.2034	8046
28.24464	-81.657136	8046
28.556664	-81.206943	8046
27.63913	-80.454381	8046
25.793244	-80.188972	8046
28.801785	-81.34161	8046
27.298259	-82.530527	8046
28.241394	-82.353677	8046
27.957948	-82.50547	8046
26.58727	-81.87178	8046
27.63913	-80.454381	8046
27.298538	-82.530513	8046
28.064871	-82.582318	8046
28.922247	-81.924481	8046
27.296539	-82.53062	8046
27.639134	-80.454762	8046
30.457514	-88.89943	8046
28.219936	-82.24614	3218
28.934375	-81.936289	3218
28.07877	-80.667433	3218
24.566814	-81.77106	3218
27.474045	-81.469687	3218
25.77887	-80.25815	3218
26.003244	-80.207364	3218
28.02575	-82.549688	3218
28.665258	-81.417782	3218
30.363122	-87.359707	3218
30.47075	-87.20777	3218
26.317952	-80.152569	3218
26.16714	-80.256396	3218
26.652947	-81.969174	3218
27.335735	-82.480501	3218
26.149679	-81.795802	3218
26.193697	-80.25623	3218
25.685748	-80.400829	3218
25.81218	-80.260807	3218
28.03266	-82.396031	3218
25.11326	-80.422748	3218
28.53361	-82.502567	3218
29.147623	-82.187842	3218
27.95414	-82.456021	3218
25.685213	-80.422726	3218
30.499186	-87.221858	3218
28.315004	-82.557753	3218
31.196224	-82.322412	3218
26.171325	-81.79949	3218
27.893854	-82.335658	3218
27.237508	-80.269371	3218
26.591469	-80.205748	3218
26.293489	-80.201931	3218
28.093688	-81.973724	3218
27.893763	-82.5047	3218
28.230685	-81.639315	3218
28.505257	-81.31035	3218
30.478771	-87.207809	8046
30.19954	-81.739328	8046
28.66392	-81.376967	8046
27.94074	-82.324075	8046
26.007839	-80.300399	8046
27.298538	-82.530513	8046
28.66197	-81.405926	8046
25.853259	-80.179965	8046
30.673425	-88.120443	8046
28.624224	-81.761252	8046
30.18582	-81.55179	8046
25.65984	-80.326582	8046
25.688344	-80.32041	8046
26.238998	-80.254818	8046
28.448642	-81.401183	8046
25.858139	-80.322263	8046
25.786689	-80.368626	8046
28.45017	-81.40179	8046
28.08701	-82.504284	8046
27.966358	-82.729531	8046
28.096096	-81.973626	8046
28.342253	-81.42149	8046
27.298259	-82.530527	8046
28.801785	-81.34161	8046
25.793244	-80.188972	8046
30.673407	-88.122289	8046
27.01352	-82.144598	8046
26.007839	-80.300399	8046
27.464071	-82.575419	8046
25.692639	-80.303905	8046
26.532956	-80.090496	8046
25.65984	-80.326582	8046
28.801768	-81.341617	8046
30.457514	-88.89943	8046
26.270779	-81.747596	3218
27.790874	-82.726666	3218
28.53718	-81.20796	3218
25.65984	-80.326582	8046
25.688344	-80.32041	8046
26.238998	-80.254818	8046
28.448642	-81.401183	8046
25.858139	-80.322263	8046
29.164003	-82.16887	8046
30.666312	-87.849397	8046
26.093361	-80.251181	3218
26.58743	-80.07228	3218
26.43941	-80.085918	3218
25.68423	-80.44876	3218
28.255244	-81.319116	3218
29.869874	-81.32307	3218
30.32451	-81.400884	3218
29.0151	-80.94076	3218
29.64808	-81.67268	3218
30.389442	-86.41662	3218
28.185875	-82.357553	3218
27.264666	-80.39969	3218
28.221872	-82.734807	3218
30.628725	-81.558147	3218
26.297886	-80.253068	3218
28.001657	-81.974813	3218
26.011736	-80.173456	3218
26.301522	-80.093381	3218
26.26055	-80.12802	3218
30.85109	-83.94527	3218
31.005074	-87.492201	3218
30.35831	-81.697136	3218
27.957659	-82.505665	3218
28.914942	-81.281606	3218
27.839407	-82.783888	3218
28.30356	-82.70345	3218
30.41848	-86.65328	3218
25.685213	-80.422726	3218
30.257254	-81.742162	3218
29.64808	-81.67268	3218
26.003244	-80.207364	3218
27.264666	-80.39969	3218
27.953716	-81.618688	3218
25.77887	-80.25815	3218
30.345367	-81.42008	3218
31.22519	-85.395965	3218
27.40673	-80.32588	3218
30.321685	-81.549916	3218
28.548265	-81.74574	3218
30.84695	-83.318435	3218
30.773463	-81.619218	3218
31.137065	-83.423197	3218
30.186807	-81.733815	3218
25.80874	-80.195256	3218
28.493574	-81.428055	3218
28.01687	-82.618105	3218
28.800578	-81.332657	3218
25.747687	-80.331589	3218
26.00764	-80.301162	8046
27.894706	-82.783819	8046
27.942683	-82.5057	8046
27.013385	-82.144988	8046
27.63913	-80.454381	8046
26.145893	-80.312682	8046
28.357088	-80.687892	8046
27.988105	-82.729866	8046
28.48929	-81.43055	8046
27.236597	-80.26883	8046
26.839925	-80.092035	8046
25.970971	-80.143522	8046
28.904696	-81.915411	8046
28.241394	-82.353677	8046
25.970382	-80.142275	8046
25.858139	-80.322263	8046
29.166829	-82.168	8046
28.556664	-81.206943	8046
28.29383	-82.709408	8046
25.786689	-80.368626	8046
28.663931	-81.372526	8046
28.08096	-80.65369	8046
28.37798	-81.4044	8046
26.14577	-80.317334	3218
28.07894	-80.66507	3218
25.685213	-80.422726	3218
25.692727	-80.303795	3218
25.971997	-80.143039	3218
30.457514	-88.89943	8046
25.858069	-80.322262	8046
28.241394	-82.353677	8046
25.853259	-80.179965	8046
26.535055	-80.090717	8046
28.904696	-81.915411	8046
26.219317	-81.772856	8046
27.639134	-80.454762	8046
28.66197	-81.40587	8046
30.189541	-85.64316	8046
28.017261	-82.618717	8046
26.408187	-81.809924	8046
25.858069	-80.322262	8046
26.270779	-81.747596	3218
30.196928	-81.551654	3218
26.145891	-80.316399	3218
29.656137	-82.418422	3218
25.627216	-80.385509	3218
25.97972	-80.359591	3218
26.213056	-80.204233	3218
31.191068	-85.403064	3218
29.179235	-81.080551	3218
30.390166	-86.486155	3218
30.53287	-87.26265	3218
27.979866	-81.957451	3218
28.221694	-81.466553	3218
26.272379	-81.768835	3218
30.286668	-81.539124	3218
28.200739	-82.66637	3218
30.287611	-81.457466	3218
26.00763	-80.318714	3218
28.027859	-82.366534	3218
31.254442	-85.407118	3218
30.852345	-83.945408	3218
26.80816	-80.08128	3218
30.196928	-81.551654	3218
27.218669	-80.82975	3218
25.887213	-80.164314	3218
30.104049	-81.83084	3218
30.494206	-84.244945	3218
31.212685	-81.491854	3218
27.46249	-82.585084	3218
27.96047	-82.734215	3218
27.247046	-80.272923	3218
26.57474	-80.053473	3218
28.018201	-82.738303	3218
29.054897	-81.302927	3218
30.165927	-81.74769	3218
25.78511	-80.332589	3218
30.507411	-87.254433	3218
30.391366	-88.647833	3218
26.535081	-80.090718	3218
27.341299	-82.49736	3218
25.78868	-80.368687	3218
27.049815	-82.393727	3218
28.822537	-81.78442	3218
28.200739	-82.66637	3218
28.54673	-81.703055	3218
26.00783	-80.29737	3218
26.12445	-81.76349	3218
28.085935	-82.504507	3218
28.56983	-81.419666	3218
27.464071	-82.575419	8046
28.800726	-81.331014	8046
27.791076	-82.73007	8046
25.861724	-80.374867	8046
28.017261	-82.618717	8046
26.368595	-80.137119	8046
25.753889	-80.246584	8046
26.719892	-80.088634	8046
26.368595	-80.137119	8046
26.66191	-80.202885	8046
26.145108	-80.32468	8046
28.443652	-81.402676	8046
28.130274	-82.367915	8046
29.19071	-81.07309	8046
27.894706	-82.783856	8046
25.733116	-80.320533	8046
26.66493	-80.202773	8046
28.064871	-82.582318	8046
27.8365	-82.681771	8046
27.791076	-82.73007	8046
29.193724	-81.065094	8046
30.186807	-81.733815	8046
29.161732	-82.173388	8046
28.043735	-80.671188	3218
25.65984	-80.326582	8046
26.170711	-81.799473	8046
28.66197	-81.405926	8046
26.368595	-80.137119	8046
27.894706	-82.783856	8046
25.78275	-80.379889	8046
26.535055	-80.090717	8046
26.007838	-80.300399	8046
28.06373	-82.576508	8046
28.556664	-81.206943	8046
28.230685	-81.639315	8046
25.787598	-80.141059	8046
31.26901	-85.446273	8046
25.78982	-80.371515	8046
28.551861	-81.517757	8046
25.971997	-80.143039	3218
28.49882	-82.593425	3218
26.618375	-80.11009	3218
30.494206	-84.244945	3218
30.65514	-87.897761	3218
28.60135	-81.3651	3218
24.716475	-81.074558	3218
30.677873	-88.126237	3218
28.363297	-80.792664	3218
25.906435	-80.158444	3218
30.532175	-87.22472	3218
31.267543	-85.444688	3218
27.812391	-82.75397	3218
26.572074	-80.114233	3218
26.708043	-80.15607	3218
28.14673	-82.544755	3218
26.274469	-80.147791	3218
26.529507	-81.87113	3218
28.02991	-82.45939	3218
26.293489	-80.201931	3218
27.83918	-82.68865	3218
25.673768	-80.323949	3218
30.17509	-85.662021	3218
27.339579	-82.45243	3218
27.63871	-80.44417	3218
28.600676	-81.299043	3218
28.29383	-82.709408	3218
27.245789	-80.272548	3218
28.14673	-82.544755	3218
26.257901	-80.099975	3218
30.187758	-81.62776	3218
28.554208	-81.344682	3218
30.560962	-84.21737	3218
30.219383	-85.86793	3218
26.708043	-80.15607	3218
28.450173	-81.401972	8046
25.733116	-80.320533	8046
25.733116	-80.320533	8046
30.841986	-83.318626	8046
27.928952	-82.326945	8046
28.230685	-81.639315	8046
28.66392	-81.37695	8046
30.189463	-81.707117	8046
26.839925	-80.092035	8046
28.086557	-82.504474	8046
27.462345	-82.571311	8046
27.384296	-82.456371	8046
26.58727	-81.87178	8046
25.858069	-80.322262	8046
26.240437	-80.254846	8046
28.08007	-80.65483	8046
26.370554	-80.2034	8046
28.792736	-81.341123	8046
25.86666	-80.317352	8046
25.58994	-80.35872	8046
27.929032	-82.327047	8046
28.551873	-81.516809	8046
30.318461	-81.555436	8046
26.092867	-80.251165	8046
30.436355	-84.259686	8046
26.66493	-80.202773	8046
28.017437	-82.737532	8046
30.666312	-87.849397	8046
26.145718	-80.32766	3218
26.219592	-81.772151	3218
26.144649	-80.322747	3218
28.230685	-81.639315	8046
27.464071	-82.575419	8046
25.686094	-80.3958	8046
26.00764	-80.301162	8046
27.894706	-82.783819	8046
27.942683	-82.5057	8046
28.556664	-81.206943	8046
26.4865	-81.79132	8046
25.970382	-80.142275	8046
25.656275	-80.413915	3218
25.685213	-80.422726	3218
26.681002	-80.21959	3218
30.37146	-87.68307	3218
26.02723	-80.208235	3218
25.843828	-80.327739	3218
27.91988	-81.605084	3218
26.80816	-80.08128	3218
25.587823	-80.366158	3218
26.138092	-81.76646	3218
28.30457	-81.430315	3218
27.016426	-82.134012	3218
31.491943	-82.850082	3218
26.706752	-80.108957	3218
31.254674	-85.388689	3218
30.51614	-86.466373	3218
29.168814	-82.165474	3218
30.197155	-81.74674	3218
29.174209	-82.158503	3218
30.202669	-85.649588	3218
28.043735	-80.671188	3218
28.800578	-81.332657	3218
28.935761	-81.939183	3218
27.870186	-82.705982	3218
27.894728	-82.786881	3218
26.80816	-80.08128	3218
29.869169	-81.32323	3218
29.071959	-82.071725	3218
28.92907	-81.926605	3218
26.75973	-80.105982	3218
28.363297	-80.792664	3218
29.173277	-81.033266	3218
26.535055	-80.090717	3218
26.703286	-80.078185	3218
28.663717	-81.376305	3218
27.93782	-82.308791	3218
26.166586	-80.13748	3218
26.149679	-81.795802	3218
27.84669	-82.64692	3218
26.011736	-80.173456	3218
26.317952	-80.152569	3218
30.375621	-86.285291	3218
30.514956	-86.46117	3218
27.981651	-82.301491	3218
30.69008	-81.455116	3218
26.26055	-80.12802	3218
30.189707	-85.668116	3218
25.65984	-80.326582	8046
25.688344	-80.32041	8046
26.238998	-80.254818	8046
28.448642	-81.401183	8046
25.858139	-80.322263	8046
28.48929	-81.43055	8046
30.67642	-88.120374	8046
28.09565	-81.97363	8046
30.18582	-81.55179	8046
26.408187	-81.809924	8046
27.941813	-82.325412	8046
30.189541	-85.64316	8046
27.63913	-80.454381	8046
28.66197	-81.405926	8046
26.370554	-80.2034	8046
26.535055	-80.090717	8046
25.787598	-80.141059	8046
27.942683	-82.5057	8046
27.894706	-82.783819	8046
28.454622	-82.630992	8046
26.120739	-80.25263	8046
26.368595	-80.137119	8046
26.4865	-81.79132	8046
26.100509	-80.12761	8046
26.665396	-80.202756	8046
27.94288	-82.505691	8046
30.47362	-87.21198	8046
25.78982	-80.371515	8046
28.063775	-82.576533	8046
28.455279	-82.630931	8046
27.236314	-80.268727	8046
30.19954	-81.739338	8046
